date,low,median,high,mean
2025-07-04T00:00:00,131.53431701660156,135.21437072753906,138.56715393066406,135.21437072753906
2025-07-07T00:00:00,130.01683044433594,134.65443420410156,138.88229370117188,134.65443420410156
2025-07-08T00:00:00,128.93373107910156,134.27430725097656,139.2814178466797,134.27430725097656
2025-07-09T00:00:00,128.0155029296875,133.91119384765625,139.60174560546875,133.91119384765625
2025-07-10T00:00:00,127.3282470703125,133.86122131347656,139.98501586914062,133.86122131347656
2025-07-11T00:00:00,126.9015884399414,133.95533752441406,140.73854064941406,133.95533752441406
2025-07-14T00:00:00,126.41461181640625,134.02940368652344,141.3843536376953,134.02940368652344
2025-07-15T00:00:00,125.71269989013672,133.9303741455078,141.7928466796875,133.9303741455078
2025-07-16T00:00:00,125.0881118774414,133.8123779296875,142.2200164794922,133.8123779296875
2025-07-17T00:00:00,124.66829681396484,133.8458251953125,142.67022705078125,133.8458251953125
2025-07-18T00:00:00,124.23973846435547,133.84616088867188,142.99176025390625,133.84616088867188
2025-07-21T00:00:00,123.6190185546875,133.56336975097656,143.0548858642578,133.56336975097656
