date,low,median,high,mean
2025-03-25T00:00:00,137.5996551513672,141.73968505859375,145.29884338378906,141.73968505859375
2025-03-26T00:00:00,135.4783477783203,140.87759399414062,145.67828369140625,140.87759399414062
2025-03-27T00:00:00,133.8841552734375,140.3209686279297,146.2530059814453,140.3209686279297
2025-03-28T00:00:00,132.76446533203125,140.1494140625,147.29541015625,140.1494140625
2025-03-31T00:00:00,131.6849365234375,139.98291015625,147.856201171875,139.98291015625
2025-04-01T00:00:00,130.81996154785156,139.84579467773438,148.68182373046875,139.84579467773438
2025-04-02T00:00:00,129.9230194091797,139.8255157470703,149.55239868164062,139.8255157470703
2025-04-03T00:00:00,129.00537109375,139.85154724121094,150.49746704101562,139.85154724121094
2025-04-04T00:00:00,128.04501342773438,139.66552734375,151.2597198486328,139.66552734375
2025-04-07T00:00:00,127.29789733886719,139.6759490966797,152.04953002929688,139.6759490966797
2025-04-08T00:00:00,126.89793395996094,139.948486328125,152.9679412841797,139.948486328125
2025-04-09T00:00:00,126.30876159667969,140.02044677734375,153.72340393066406,140.02044677734375
