date,low,median,high,mean
2025-07-04T00:00:00,127.9830192565918,132.97384643554688,138.2856658935547,132.43679809570312
2025-07-07T00:00:00,127.75069808959961,133.0697021484375,139.85269775390626,134.00486755371094
2025-07-08T00:00:00,126.28813247680664,131.83067321777344,139.16954650878907,132.72268676757812
2025-07-09T00:00:00,124.91468124389648,130.68511962890625,137.68686828613284,131.3110809326172
2025-07-10T00:00:00,124.82002716064453,132.30154418945312,138.9754211425781,131.97463989257812
2025-07-11T00:00:00,121.95565872192383,132.27491760253906,140.51919403076172,130.59510803222656
2025-07-14T00:00:00,123.94394302368164,131.75689697265625,138.11527099609376,130.64413452148438
2025-07-15T00:00:00,122.56371765136718,131.8828125,141.68012237548828,132.25433349609375
2025-07-16T00:00:00,122.87183990478516,130.4596710205078,139.43160858154297,132.0177764892578
2025-07-17T00:00:00,122.50369262695312,131.84603881835938,141.01901092529297,130.82833862304688
2025-07-18T00:00:00,122.95692291259766,131.78216552734375,140.30181274414062,132.07423400878906
2025-07-21T00:00:00,120.01746063232422,129.19717407226562,140.2203598022461,129.30410766601562
