date,low,median,high,mean
2025-03-25T00:00:00,132.70034790039062,137.13003540039062,141.33980407714844,137.130859375
2025-03-26T00:00:00,132.06577758789064,136.96141052246094,141.99565429687502,136.81814575195312
2025-03-27T00:00:00,130.6055694580078,136.2420196533203,140.26934814453125,136.1312713623047
2025-03-28T00:00:00,127.68514099121094,133.895263671875,140.3931655883789,134.07275390625
2025-03-31T00:00:00,128.1654495239258,136.30276489257812,142.223388671875,134.73275756835938
2025-04-01T00:00:00,130.06417846679688,137.6209716796875,142.83721771240235,136.32553100585938
2025-04-02T00:00:00,128.0334045410156,136.75033569335938,144.0853469848633,136.1580047607422
2025-04-03T00:00:00,126.98913040161133,135.37094116210938,144.0412109375,134.90472412109375
2025-04-04T00:00:00,128.46198120117188,137.02389526367188,143.81219177246095,136.0146484375
2025-04-07T00:00:00,128.01493453979492,135.435302734375,143.79258117675784,134.5328369140625
2025-04-08T00:00:00,128.43762969970703,135.2493896484375,142.80234832763674,135.3616180419922
2025-04-09T00:00:00,121.21033477783203,134.4920654296875,141.89689025878906,133.4665985107422
