date,low,median,high,mean
2025-11-21T00:00:00,178.23960723876954,189.58889770507812,200.5513702392578,188.24156188964844
2025-11-24T00:00:00,183.19253692626953,195.08447265625,205.33477935791015,195.1517333984375
2025-11-25T00:00:00,180.86781311035156,190.96160888671875,203.92788696289062,192.03582763671875
2025-11-26T00:00:00,183.58295745849608,193.9537811279297,205.00671691894533,192.94863891601562
2025-11-27T00:00:00,178.82896423339844,190.20413208007812,206.0169616699219,190.20384216308594
2025-11-28T00:00:00,180.85799255371094,195.262451171875,205.74904937744142,193.7265167236328
2025-12-01T00:00:00,179.0923645019531,194.245361328125,209.82182769775392,193.9173583984375
2025-12-02T00:00:00,175.88170166015624,191.9860076904297,204.73938598632813,190.39248657226562
2025-12-03T00:00:00,176.79798889160156,196.29254150390625,210.38164062500002,193.78256225585938
2025-12-04T00:00:00,176.71058502197266,192.14727783203125,208.88789367675784,191.94126892089844
2025-12-05T00:00:00,177.99356842041016,191.6421356201172,209.83390197753909,191.18309020996094
2025-12-08T00:00:00,171.0414794921875,187.21726989746094,206.48532714843753,188.21241760253906
