date,low,median,high,mean
2025-11-21T00:00:00,173.22921752929688,184.14474487304688,193.43942260742188,183.54830932617188
2025-11-24T00:00:00,168.16160583496094,180.85821533203125,192.0068359375,178.96817016601562
2025-11-25T00:00:00,164.3780517578125,179.563720703125,192.42262268066406,177.91714477539062
2025-11-26T00:00:00,162.6968994140625,179.6952362060547,193.20912170410156,177.93551635742188
2025-11-27T00:00:00,160.54847717285156,178.91323852539062,195.01849365234375,176.84844970703125
2025-11-28T00:00:00,157.53207397460938,177.13128662109375,194.15020751953125,175.16217041015625
2025-12-01T00:00:00,153.45083618164062,174.81491088867188,192.1834259033203,172.44564819335938
2025-12-02T00:00:00,149.54489135742188,171.92465209960938,189.39556884765625,169.03945922851562
2025-12-03T00:00:00,144.89154052734375,168.07513427734375,186.34298706054688,164.623046875
2025-12-04T00:00:00,140.34413146972656,164.3135986328125,183.57830810546875,162.1692657470703
2025-12-05T00:00:00,135.57156372070312,161.62255859375,181.49905395507812,157.85787963867188
2025-12-08T00:00:00,130.19918823242188,157.75613403320312,178.1316375732422,153.72799682617188
