date,low,median,high,mean
2025-07-04T00:00:00,121.89108276367188,129.57005310058594,139.58026123046875,131.44802856445312
2025-07-07T00:00:00,119.35504150390625,128.9608612060547,137.93052673339844,129.99679565429688
2025-07-08T00:00:00,117.1319808959961,126.83360290527344,135.98773193359375,127.33726501464844
2025-07-09T00:00:00,116.9060287475586,126.811279296875,138.38534545898438,127.34661865234375
2025-07-10T00:00:00,117.07515716552734,128.3806915283203,140.08602905273438,129.95362854003906
2025-07-11T00:00:00,117.64988708496094,130.43748474121094,144.61802673339844,131.28427124023438
2025-07-14T00:00:00,114.06143188476562,128.1494598388672,143.0127716064453,128.75497436523438
2025-07-15T00:00:00,111.5037841796875,124.6380386352539,138.2560577392578,124.69276428222656
2025-07-16T00:00:00,107.25596618652344,121.73948669433594,135.12863159179688,121.17906951904297
2025-07-17T00:00:00,102.58439636230469,117.43022918701172,134.0908203125,120.04337310791016
2025-07-18T00:00:00,104.2244873046875,119.06305694580078,136.9390869140625,118.54658508300781
2025-07-21T00:00:00,103.7314453125,121.23448181152344,139.33627319335938,121.40623474121094
