date,low,median,high,mean
2025-03-25T00:00:00,136.837646484375,142.4474639892578,149.28390502929688,143.1379852294922
2025-03-26T00:00:00,137.5386962890625,144.98910522460938,152.93580627441406,144.8067626953125
2025-03-27T00:00:00,136.52005004882812,145.03099060058594,153.40628051757812,145.1087646484375
2025-03-28T00:00:00,135.79464721679688,145.0475311279297,154.55233764648438,145.32229614257812
2025-03-31T00:00:00,135.9022216796875,146.26026916503906,156.5293426513672,145.8241424560547
2025-04-01T00:00:00,135.2241668701172,145.37020874023438,156.44189453125,145.4411163330078
2025-04-02T00:00:00,133.4099884033203,144.57916259765625,155.9716339111328,144.3448486328125
2025-04-03T00:00:00,133.33908081054688,145.0811309814453,156.70828247070312,144.72152709960938
2025-04-04T00:00:00,132.48074340820312,145.4004669189453,157.68466186523438,144.5918426513672
2025-04-07T00:00:00,130.25970458984375,143.6006622314453,157.08154296875,143.79257202148438
2025-04-08T00:00:00,129.95648193359375,143.66531372070312,157.07859802246094,143.309326171875
2025-04-09T00:00:00,128.68003845214844,143.4840087890625,157.68856811523438,143.35333251953125
